kew_id,taxon_name,cited_name,sporophytic_chromosome_number,notes,unambiguous_match,number_identical_observations,,,,,
662213-1,Orobanche caryophyllacea Sm.,Orobanche caryophyllacea Sm.,38,,y,1,,,,,
662313-1,Orobanche elatior Sutton,Orobanche elatior Sutton,38,,y,1,,,,,
662398-1,Orobanche hederae Duby,Orobanche hederae Duby,38,,y,1,,,,,
53607-3,Orobanche minor Sm.,Orobanche minor Sm.,38,,y,2,,,,,
53607-3,Orobanche minor Sm.,Orobanche minor var. maritima (Pugsley) Rumsey & Jury,38,,n,1,,,,,
662596-1,Orobanche picridis F.W.Schultz,Orobanche picridis F.W.Schultz,,38?,y,1,,,,,
662643-1,Orobanche rapum-genistae Thuill.,Orobanche rapum-genistae Thuill.,38,,y,1,,,,,
662647-1,Orobanche reticulata Wallr.,Orobanche reticulata Wallr.,38,,y,1,,,,,
363876-1,Oscularia deltoides (L.) Schwantes,Oscularia deltoides (L.) Schwantes,18,,y,1,,,,,
305721-2,Osmunda regalis L.,Osmunda regalis L.,44,,y,2,,,,,
30012601-2,Oxalis acetosella L.,Oxalis acetosella L.,22,,y,4,,,,,
374673-1,Oxalis articulata Savigny,Oxalis articulata Savigny,14,,y,1,,,,,
177893-2,Oxalis corniculata L.,Oxalis corniculata L.,24,,y,1,,,,,
375466-1,Oxalis tetraphylla Cav.,Oxalis deppei Lodd. ex Sweet,56,,n,1,,,,,
77121013-1,"Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch",Chenopodium rubrum L.,36,,n,1,,,,,
77121015-1,"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",Chenopodium urbicum L.,36,,n,1,,,,,
694858-1,Oxyria digyna (L.) Hill,Oxyria digyna (L.) Hill,14,,y,2,,,,,
511514-1,Oxytropis halleri Bunge ex W.D.J.Koch,Oxytropis halleri Bunge ex W.D.J.Koch,32,,y,2,,,,,
287903-1,Pachyphragma macrophyllum (Hoffm.) N.Busch,Thlaspi macrophyllum Hoffm.,14,,n,1,,,,,
673433-1,Papaver cambricum L.,Meconopsis cambrica (L.) Vig.,22,,n,1,,,,,
673488-1,Papaver dubium L.,Papaver dubium 'Henley Poppy' ,28,,n,1,,,,,
673488-1,Papaver dubium L.,Papaver dubium L.,42,,y,5,,,,,
673580-1,Papaver lecoqii Lamotte,Papaver lecoqii Lamotte,28,,y,1,,,,,
306058-2,Papaver rhoeas L.,Papaver rhoeas L.,14,,y,3,,,,,
306058-2,Papaver rhoeas L.,Papaver rhoeas var. violaceum Newton,14,,n,1,,,,,
306058-2,Papaver rhoeas L.,Papaver rhoeas var. wilkesii Druce,14,,n,1,,,,,
413704-1,Parapholis strigosa (Dumort.) C.E.Hubb.,Parapholis strigosa (Dumort.) C.E.Hubb.,28,,y,1,,,,,
806705-1,Parentucellia viscosa (L.) Caruel,Parentucellia viscosa (L.) Caruel,48,,y,1,,,,,
854934-1,Parietaria judaica L.,Parietaria judaica L.,26,,y,3,,,,,
539724-1,Paris quadrifolia L.,Paris quadrifolia L.,20,,y,2,,,,,
792120-1,Parnassia palustris L.,Parnassia palustris L.,36,,y,2,,,,,
792120-1,Parnassia palustris L.,Parnassia palustris var. condensata Travis & Wheldon,18,,n,1,,,,,
792120-1,Parnassia palustris L.,Parnassia palustris var. condensata Travis & Wheldon,36,,n,6,,,,,
792120-1,Parnassia palustris L.,Parnassia palustris var. palustris ,,36 +0/1s,n,2,,,,,
792120-1,Parnassia palustris L.,Parnassia palustris var. palustris ,18,,n,6,,,,,
792120-1,Parnassia palustris L.,Parnassia palustris var. palustris ,36,,n,16,,,,,
845768-1,Pastinaca sativa L.,Pastinaca sativa L.,22,,y,1,,,,,
807439-1,Pedicularis palustris L.,Pedicularis palustris L.,16,,y,2,,,,,
807692-1,Pedicularis sylvatica L.,Pedicularis sylvatica subsp. sylvatica ,16,,n,1,,,,,
60457907-2,Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey,Anchusa sempervirens L.,22,,n,1,,,,,
30193627-2,Persicaria amphibia (L.) Delarbre,Persicaria amphibia (L.) Delarbre,96,,y,1,,,,,
30193627-2,Persicaria amphibia (L.) Delarbre,Polygonum amphibium L.,88,,n,1,,,,,
77069479-1,Persicaria hydropiper (L.) Delarbre,Polygonum hydropiper L.,20,,n,1,,,,,
77069480-1,Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia (L.) Delarbre,22,,y,1,,,,,
77069480-1,Persicaria lapathifolia (L.) Delarbre,Polygonum lapathifolium L.,22,,n,2,,,,,
695052-1,Persicaria maculosa Gray,Persicaria maculosa Gray,22,,y,1,,,,,
695052-1,Persicaria maculosa Gray,Polygonum persicaria L.,44,,n,2,,,,,
237374-1,"Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb.","Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb.",,c.60,y,1,,,,,
237374-1,"Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb.","Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb.",60,,y,1,,,,,
942865-1,Petasites pyrenaicus (L.) G.López,Petasites fragrans (Vill.) C.Presl,,c.60,n,1,,,,,
942865-1,Petasites pyrenaicus (L.) G.López,Petasites fragrans (Vill.) C.Presl,52,,n,1,,,,,
155978-1,Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood,Kohlrauschia nanteuilii (Burnat) P.W.Ball & Heywood,60,,n,2,,,,,
155983-1,Petrorhagia prolifera (L.) P.W.Ball & Heywood,Dianthus prolifer L.,30,,n,1,,,,,
155983-1,Petrorhagia prolifera (L.) P.W.Ball & Heywood,Dianthus prolifer L.,60,,n,1,,,,,
155983-1,Petrorhagia prolifera (L.) P.W.Ball & Heywood,Kohlrauschia prolifera (L.) Kunth,60,,n,2,,,,,
914405-1,Petrosedum forsterianum (Sm.) Grulich,Sedum forsterianum Sm.,,c.90,n,1,,,,,
60442790-2,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum (Mill.) Fuss,22,,y,1,,,,,
415571-1,Phalaris arundinacea L.,Phalaris arundinacea L.,28,,y,4,,,,,
415588-1,Phalaris canariensis L.,Phalaris canariensis L.,12,,y,1,,,,,
415632-1,Phalaris minor Retz.,Phalaris minor Retz.,28,,y,1,,,,,
513754-1,Phaseolus coccineus L.,Phaseolus coccineus L. [cultivated],22,,y,2,,,,,
514191-1,Phaseolus vulgaris L.,Phaseolus vulgaris L. [cultivated],22,,y,1,,,,,
17344580-1,Phegopteris connectilis (Michx.) Watt,Phegopteris polypodioides Fée,90,,n,1,,,,,
662856-1,Phelipanche purpurea (Jacq.) Soják,Orobanche purpurea Jacq.,24,,n,1,,,,,
415775-1,Phleum alpinum L.,Phleum alpinum L.,28,,y,2,,,,,
415775-1,Phleum alpinum L.,Phleum commutatum Gaudin,24,,n,1,,,,,
415780-1,Phleum arenarium L.,Phleum arenarium L.,14,,y,3,,,,,
415866-1,Phleum phleoides (L.) H.Karst.,Phleum phleoides (L.) H.Karst.,14,,y,1,,,,,
415868-1,Phleum pratense L.,Phleum pratense L.,14,,y,1,,,,,
415868-1,Phleum pratense L.,Phleum pratense L.,42,,y,3,,,,,
30337627-2,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,,48?,y,1,,,,,
30337627-2,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,,4x(2n=48),y,8,,,,,
30337627-2,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,48,,y,3,,,,,
144438-1,Phyteuma orbiculare L.,Phyteuma tenerum Rich.Schulz,22,,n,2,,,,,
237848-1,Picris hieracioides L.,Picris hieracioides L.,10,,y,2,,,,,
238000-1,Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.,Hieracium aurantiacum L.,36,,n,1,,,,,
238000-1,Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.,Pilosella aurantiaca subsp. aurantiaca ,36,,n,1,,,,,
60473608-2,Pilosella flagellaris (Willd.) P.D.Sell & C.West,Pilosella flagellaris subsp. bicapitata P.D.Sell & C.West,54,,n,2,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Hieracium pilosella group eupilosella Gadella,36,,n,6,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Hieracium pilosella group eupilosella Gadella,45,,n,4,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Hieracium pilosella L.,18,,n,1,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Hieracium pilosella L.,27,,n,1,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Hieracium pilosella L.,36,,n,1,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Hieracium pilosella subsp. euronotum Nägeli & Peter,45,,n,1,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Hieracium pilosella subsp. jodolepis Norrl.,36,,n,1,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Hieracium pilosella subsp. tricholepium Nägeli & Peter,36,,n,1,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Pilosella officinarum F.W.Schultz & Sch.Bip.,,c.53,y,1,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Pilosella officinarum F.W.Schultz & Sch.Bip.,36,,y,17,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Pilosella officinarum F.W.Schultz & Sch.Bip.,45,,y,55,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Pilosella officinarum F.W.Schultz & Sch.Bip.,54,,y,7,,,,,
77133566-1,Pilosella officinarum F.W.Schultz & Sch.Bip.,Pilosella officinarum subsp. officinarum ,54,,n,1,,,,,
238233-1,Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip.,Hieracium peleterianum Mérat,18,,n,1,,,,,
238233-1,Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip.,Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip.,18,,y,2,,,,,
238233-1,Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip.,Pilosella peleteriana subsp. peleteriana ,18,,n,2,,,,,
238233-1,Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip.,Pilosella peleteriana subsp. tenuiscapa (Pugsley) P.D.Sell & C.West,18,,n,2,,,,,
303200-2,Pilularia globulifera L.,Pilularia globulifera L.,26,,y,2,,,,,
847025-1,Pimpinella saxifraga L.,Pimpinella saxifraga L.,40,,y,1,,,,,
526482-1,Pinguicula lusitanica L.,Pinguicula lusitanica L.,12,,y,1,,,,,
314970-2,Pinus muricata D.Don,Pinus muricata D.Don,24,,y,1,,,,,
677088-1,Pinus nigra J.F.Arnold,Pinus nigra var. maritima (Aiton) Melville,24,,n,1,,,,,
30020085-2,Pinus radiata D.Don,Pinus radiata D.Don,24,,y,1,,,,,
263353-1,Pinus sylvestris L.,Pinus sylvestris L.,24,,y,4,,,,,
685048-1,Plantago coronopus L.,Plantago coronopus L.,,10 +1 (trisomic),y,4,,,,,
685048-1,Plantago coronopus L.,Plantago coronopus L.,,10 +1s,y,1,,,,,
685048-1,Plantago coronopus L.,Plantago coronopus L.,10,,y,18,,,,,
321285-2,Plantago lanceolata L.,Plantago lanceolata L.,12,,y,3,,,,,
321286-2,Plantago major L.,Plantago maior var. purpurascens ,12,,n,1,,,,,
321286-2,Plantago major L.,Plantago major L.,12,,y,1,,,,,
321286-2,Plantago major L.,Plantago major subsp. intermedia (Gilib.) Lange,12,,n,1,,,,,
321286-2,Plantago major L.,Plantago major subsp. major ,12,,n,1,,,,,
30063012-2,Plantago maritima L.,Plantago maritima L.,12,,y,3,,,,,
685411-1,Plantago media L.,Plantago media L.,24,,y,3,,,,,
651671-1,Platanthera bifolia (L.) Rich.,Platanthera bifolia (L.) Rich.,42,,y,1,,,,,
651693-1,Platanthera chlorantha (Custer) Rchb.,Platanthera chlorantha (Custer) Rchb.,42,,y,1,,,,,
320036-2,Poa alpina L.,Poa alpina L.,,c.32,y,1,,,,,
320036-2,Poa alpina L.,Poa alpina L.,,c.84,y,1,,,,,
320036-2,Poa alpina L.,Poa alpina var. vivipara L.,35,,n,2,,,,,
320036-2,Poa alpina L.,Poa alpina var. vivipara L.,39,,n,1,,,,,
320037-2,Poa angustifolia L.,Poa angustifolia L.,,c.52,y,1,,,,,
320037-2,Poa angustifolia L.,Poa angustifolia L.,,c.58,y,1,,,,,
320037-2,Poa angustifolia L.,Poa angustifolia L.,,c.60,y,1,,,,,
320037-2,Poa angustifolia L.,Poa angustifolia L.,,c.61,y,1,,,,,
320035-2,Poa annua L.,Poa annua L.,28,,y,4,,,,,
320038-2,Poa bulbosa L.,Poa bulbosa L.,28,,y,3,,,,,
320038-2,Poa bulbosa L.,Poa bulbosa L.,45,,y,1,,,,,
204172-2,Poa compressa L.,Poa compressa L.,42,,y,1,,,,,
417047-1,Poa flabellata (Lam.) Raspail,Poa flabellata (Lam.) Raspail,42,,y,1,,,,,
417058-1,Poa flexuosa Sm.,Poa flexuosa Sm.,42,,y,1,,,,,
204239-2,Poa glauca Vahl,Poa balfourii Parn.,42,,n,2,,,,,
204239-2,Poa glauca Vahl,Poa glauca subsp. brevma ,70,,n,1,,,,,
204239-2,Poa glauca Vahl,Poa glauca subsp. glauca ,56,,n,1,,,,,
204239-2,Poa glauca Vahl,Poa glauca subsp. glauca ,70,,n,1,,,,,
204239-2,Poa glauca Vahl,Poa glauca Vahl,42,,y,1,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,54,,n,1,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,56,,n,1,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,65,,n,1,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,70,,n,1,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,72,,n,1,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,83,,n,1,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,84,,n,2,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,90,,n,1,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,92,,n,2,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,98,,n,2,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,105,,n,1,,,,,
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa subcaerulea Sm.,109,,n,1,,,,,
417256-1,Poa infirma Kunth,Poa infirma Kunth,14,,y,1,,,,,
320039-2,Poa nemoralis L.,Poa nemoralis subsp. montana (Gaudin) Gaudin,56,,n,2,,,,,
320039-2,Poa nemoralis L.,Poa nemoralis subsp. nemoralis ,42,,n,7,,,,,
417792-1,Poa pratensis L.,Poa pratensis L.,,>80,y,1,,,,,
417792-1,Poa pratensis L.,Poa pratensis L.,,84±1,y,1,,,,,
417792-1,Poa pratensis L.,Poa pratensis L.,,87±1,y,1,,,,,
417792-1,Poa pratensis L.,Poa pratensis L.,86,,y,1,,,,,
320346-2,Poa trivialis L.,Poa trivialis L.,,14 +2s,y,1,,,,,
320346-2,Poa trivialis L.,Poa trivialis L.,28,,y,1,,,,,
689911-1,Polemonium caeruleum L.,Polemonium caeruleum L.,18,,y,1,,,,,
156239-1,Polycarpon tetraphyllum (L.) L.,Polycarpon tetraphyllum (L.) L.,54,,y,1,,,,,
691020-1,Polygala amarella Crantz,"Polygala amara auct., non L.",34,,n,1,,,,,
691020-1,Polygala amarella Crantz,Polygala amarella Crantz,34,,y,5,,,,,
691020-1,Polygala amarella Crantz,Polygala austriaca Crantz,34,,n,3,,,,,
691197-1,Polygala calcarea F.W.Schultz,Polygala calcarea F.W.Schultz,34,,y,1,,,,,
692322-1,Polygala serpyllifolia Hosé,Polygala serpyllifolia Hosé,34,,y,2,,,,,
692570-1,Polygala vulgaris L.,Polygala vulgaris L.,,c.56,y,1,,,,,
692570-1,Polygala vulgaris L.,Polygala vulgaris L.,68,,y,1,,,,,
30081981-2,Polygonatum multiflorum (L.) All.,Polygonatum multiflorum (L.) All.,18,,y,1,,,,,
30081981-2,Polygonatum multiflorum (L.) All.,Polygonatum multiflorum (L.) All.,30,,y,1,,,,,
540195-1,Polygonatum odoratum (Mill.) Druce,Polygonatum officinale All.,26,,n,1,,,,,
540195-1,Polygonatum odoratum (Mill.) Druce,Polygonatum officinale All.,28,,n,1,,,,,
540195-1,Polygonatum odoratum (Mill.) Druce,Polygonatum officinale All.,29,,n,1,,,,,
540195-1,Polygonatum odoratum (Mill.) Druce,Polygonatum officinale All.,30,,n,1,,,,,
540250-1,Polygonatum verticillatum (L.) All.,Polygonatum verticillatum (L.) All.,30,,y,1,,,,,
540250-1,Polygonatum verticillatum (L.) All.,Polygonatum verticillatum (L.) All.,84,,y,1,,,,,
695422-1,Polygonum aviculare L.,Polygonum aviculare L.,60,,y,4,,,,,
206116-2,Polygonum boreale (Lange) Small,Polygonum boreale (Lange) Small,40,,y,1,,,,,
695643-1,Polygonum depressum A. Cunn. ex Meisn.,Polygonum arenastrum Boreau,40,,n,3,,,,,
696042-1,Polygonum maritimum L.,Polygonum maritimum L.,20,,y,1,,,,,
696182-1,Polygonum oxyspermum C.A.Mey. & Bunge,Polygonum oxyspermum subsp. raii (Bab.) D.A.Webb & Chater,40,,n,2,,,,,
696182-1,Polygonum oxyspermum C.A.Mey. & Bunge,Polygonum raii Bab.,40,,n,2,,,,,
696387-1,Polygonum rurivagum Jord. ex Boreau,Polygonum rurivagum Jord. ex Boreau,60,,y,3,,,,,
17184700-1,Polypodium cambricum L.,Polypodium australe Fée,74,,n,14,,,,,
17184700-1,Polypodium cambricum L.,Polypodium vulgare var. serratum Willd.,74,,n,4,,,,,
17450430-1,Polypodium interjectum Shivas,Polypodium interjectum Shivas,222,,y,21,,,,,
17450430-1,Polypodium interjectum Shivas,Polypodium vulgare (hexaploid) ,222,,n,5,,,,,
300720-2,Polypodium vulgare L.,Polypodium vulgare (tetraploid) ,148,,n,4,,,,,
300720-2,Polypodium vulgare L.,Polypodium vulgare L.,148,,y,28,,,,,
1048074-2,Polypogon monspeliensis (L.) Desf.,Polypogon monspeliensis (L.) Desf.,28,,y,1,,,,,
17413440-1,Polystichum aculeatum (L.) Roth,Polystichum aculeatum (L.) Roth,164,,y,3,,,,,
17414110-1,Polystichum lonchitis (L.) Roth,Polystichum lonchitis (L.) Roth,82,,y,2,,,,,
17414550-1,Polystichum setiferum (Forssk.) T.Moore ex Woyn.,Polystichum setiferum (Forssk.) T.Moore ex Woyn.,82,,y,2,,,,,
776600-1,Populus balsamifera L.,Populus balsamifera L.,76,,y,1,,,,,
776790-1,Populus nigra L.,Populus nigra L.,38,,y,1,,,,,
776790-1,Populus nigra L.,Populus nigra subsp. betulifolia (Pursh) Dippel,38,,n,1,,,,,
302387-2,Populus tremula L.,Populus tremula L.,38,,y,1,,,,,
603156-1,Potamogeton coloratus Hornem.,Potamogeton coloratus Hornem.,,c.26,y,1,,,,,
208872-2,Potamogeton natans L.,Potamogeton natans L.,,c.52,y,1,,,,,
603369-1,Potamogeton polygonifolius Pourr.,Potamogeton polygonifolius Pourr.,28,,y,1,,,,,
727633-1,Potentilla anglica Laichard.,Potentilla anglica Laichard.,56,,y,6,,,,,
727641-1,Potentilla anserina L.,Potentilla anserina L.,,c.28,y,26,,,,,
727641-1,Potentilla anserina L.,Potentilla anserina L.,,c.42,y,4,,,,,
727641-1,Potentilla anserina L.,Potentilla anserina L.,28,,y,3,,,,,
727641-1,Potentilla anserina L.,Potentilla anserina L.,42,,y,4,,,,,
727660-1,Potentilla argentea L.,Potentilla argentea L.,14,,y,1,,,,,
727916-1,Potentilla crantzii (Crantz) Beck ex Fritsch,Potentilla crantzii (Crantz) Beck ex Fritsch,42,,y,2,,,,,
727916-1,Potentilla crantzii (Crantz) Beck ex Fritsch,Potentilla crantzii (Crantz) Beck ex Fritsch,63,,y,1,,,,,
60457410-2,Potentilla erecta (L.) Raeusch.,Potentilla erecta (L.) Raeusch.,28,,y,8,,,,,
60457410-2,Potentilla erecta (L.) Raeusch.,Potentilla erecta subsp. erecta ,28,,n,1,,,,,
60457410-2,Potentilla erecta (L.) Raeusch.,Potentilla erecta subsp. strictissima (Zimmeter) A.J.Richards,28,,n,1,,,,,
324739-2,Potentilla reptans L.,Potentilla reptans L.,28,,y,16,,,,,
60455705-2,Potentilla sterilis (L.) Garcke,Potentilla sterilis (L.) Garcke,28,,y,3,,,,,
324741-2,Potentilla verna L.,Potentilla tabernaemontani Asch.,42,,n,4,,,,,
324741-2,Potentilla verna L.,Potentilla tabernaemontani Asch.,49,,n,2,,,,,
209595-2,Poterium sanguisorba L.,Poterium sanguisorba L.,28,,y,1,,,,,
209595-2,Poterium sanguisorba L.,Sanguisorba minor Scop.,28,,n,1,,,,,
209595-2,Poterium sanguisorba L.,Sanguisorba minor subsp. minor ,28,,n,3,,,,,
701870-1,Primula elatior (L.) Hill,Primula elatior (L.) Hill,22,,y,1,,,,,
30005260-2,Primula farinosa L.,Primula farinosa L.,18,,y,7,,,,,
702578-1,Primula scotica Hook.,Primula scotica Hook.,54,,y,7,,,,,
702751-1,Primula veris L.,Primula veris L.,22,,y,3,,,,,
702779-1,Primula vulgaris Huds.,Primula acaulis (L.) Hill,22,,n,1,,,,,
702779-1,Primula vulgaris Huds.,Primula vulgaris Huds.,22,,y,2,,,,,
455135-1,Prunella laciniata (L.) L.,Prunella laciniata (L.) L.,28,,y,1,,,,,
455176-1,Prunella vulgaris L.,Prunella vulgaris fm. leucantha (Schur) Hegi,,c.28,n,1,,,,,
455176-1,Prunella vulgaris L.,Prunella vulgaris L.,28,,y,3,,,,,
30093848-2,Prunus avium (L.) L.,Prunus avium (L.) L.,16,,y,1,,,,,
30093848-2,Prunus avium (L.) L.,Prunus avium [cultivated],17,,y,7,,,,,
30093848-2,Prunus avium (L.) L.,Prunus avium [cultivated],18,,y,5,,,,,
30093848-2,Prunus avium (L.) L.,Prunus avium [cultivated],19,,y,3,,,,,
729568-1,Prunus cerasifera Ehrh.,Prunus cerasifera [cultivated],16,,y,1,,,,,
729574-1,Prunus cerasus L.,Prunus cerasus [cultivated],32,,y,8,,,,,
30221374-2,Prunus domestica L.,Prunus domestica [cultivated],48,,y,8,,,,,
30221374-2,Prunus domestica L.,Prunus insititia L.,48,,n,1,,,,,
30221374-2,Prunus domestica L.,Prunus insititia [cultivated],48,,n,2,,,,,
729673-1,Prunus dulcis (Mill.) D.A.Webb,Prunus amygdalus Batsch [cultivated],16,,n,1,,,,,
324745-2,Prunus laurocerasus L.,Prunus laurocerasus L.,,168-184,y,1,,,,,
730076-1,Prunus padus L.,Prunus padus L.,32,,y,1,,,,,
1212858-2,Prunus persica (L.) Batsch,Prunus persica (L.) Batsch [cultivated],16,,y,3,,,,,
730297-1,Prunus spinosa L.,Prunus spinosa L.,32,,y,2,,,,,
17210060-1,Pteridium aquilinum (L.) Kuhn,Pteridium aquilinum (L.) Kuhn,104,,y,2,,,,,
17210060-1,Pteridium aquilinum (L.) Kuhn,Pteridium aquilinum (L.) Kuhn,156,,y,1,,,,,
17210060-1,Pteridium aquilinum (L.) Kuhn,Pteridium aquilinum subsp. atlanticum C.N.Page,,c.104,n,1,,,,,
1026660-2,Puccinellia distans (Jacq.) Parl.,Puccinellia capillaris (Lilj.) Jansen,28,,n,2,,,,,
1026660-2,Puccinellia distans (Jacq.) Parl.,Puccinellia distans (Jacq.) Parl.,42,,y,5,,,,,
214375-2,Puccinellia fasciculata (Torr.) E.P.Bicknell,Puccinellia fasciculata (Torr.) E.P.Bicknell,28,,y,6,,,,,
214375-2,Puccinellia fasciculata (Torr.) E.P.Bicknell,Puccinellia pseudodistans (Crép.) Jansen & Wacht.,28,,n,6,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,,51-56,y,1,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,,51-57,y,1,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,,51-62,y,1,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,,62-63,y,1,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,,c.56,y,8,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,,c.60,y,1,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,,c.63,y,4,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,14,,y,1,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,49,,y,1,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,56,,y,39,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,63,,y,1,,,,,
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima (Huds.) Parl.,77,,y,1,,,,,
214433-2,Puccinellia rupestris (With.) Fernald & Weath.,Puccinellia rupestris (With.) Fernald & Weath.,42,,y,3,,,,,
60445945-2,Pulicaria dysenterica (L.) Bernh.,Pulicaria dysenterica (L.) Bernh.,18,,y,3,,,,,
240626-1,Pulicaria vulgaris Gaertn.,Pulicaria vulgaris Gaertn.,18,,y,1,,,,,
120400-1,Pulmonaria obscura Dumort.,Pulmonaria obscura Dumort.,14,,y,1,,,,,
712079-1,Pulsatilla vulgaris Mill.,Anemone pulsatilla L.,32,,n,1,,,,,
712079-1,Pulsatilla vulgaris Mill.,Pulsatilla vulgaris Mill.,32,,y,1,,,,,
331825-1,Pyrola media Sw.,Pyrola media Sw.,46,,y,1,,,,,
331846-1,Pyrola rotundifolia L.,Pyrola rotundifolia subsp. maritima (Kenyon) E.F.Warb.,46,,n,1,,,,,
30065762-2,Pyrus communis L.,Pyrus communis L. [cultivated],34,,y,3,,,,,
359961-1,Quercus petraea (Matt.) Liebl.,Quercus petraea (Matt.) Liebl.,24,,y,2,,,,,
304293-2,Quercus robur L.,Quercus robur L.,24,,y,2,,,,,
712125-1,Ranunculus acris L.,Ranunculus acris L.,14,,y,6,,,,,
300627-2,Ranunculus aquatilis L.,Ranunculus aquatilis L.,48,,y,6,,,,,
712240-1,Ranunculus arvensis L.,Ranunculus arvensis L.,32,,y,1,,,,,
712265-1,Ranunculus auricomus L.,Ranunculus auricomus L.,32,,y,3,,,,,
712287-1,Ranunculus baudotii Godr.,Ranunculus baudotii Godr.,32,,y,1,,,,,
712367-1,Ranunculus bulbosus L.,Ranunculus bulbosus L.,16,,y,10,,,,,
712367-1,Ranunculus bulbosus L.,Ranunculus bulbosus var. dunensis Druce,16,,n,1,,,,,
712473-1,Ranunculus circinatus Sibth.,Ranunculus circinatus Sibth.,16,,y,5,,,,,
30013390-2,Ranunculus flammula L.,Ranunculus flammula L.,32,,y,2,,,,,
30013390-2,Ranunculus flammula L.,Ranunculus flammula subsp. flammula ,32,,n,4,,,,,
712741-1,Ranunculus fluitans Lam.,Ranunculus fluitans Lam.,16,,y,1,,,,,
