taxon_name,taxon_name_Stace,authors_Stace,Full name,pg_2C,pg_1C,Mbp_2C,Mbp_1C,PublishedPloidyLevel,PublishedChromosomeNumber,Locality,from GB material,DB
Gypsophila muralis L.,Gypsophila muralis,L.,Gypsophila muralis,1.88,0.94,1838.64,919.32,1,34,NA,n,"Zonneveld, 2019"
Helleborus argutifolius Viv.,Helleborus argutifolius,Viv.,Helleborus argutifolius,18.9,9.45,18484.20,9242.10,1,32,NA,n,"Zonneveld, 2019"
Heuchera sanguinea Engelm.,Heuchera sanguinea,Engelm.,Heuchera sanguinea,1.19,0.595,1163.82,581.91,1,14,NA,n,"Zonneveld, 2019"
Hippuris vulgaris L.,Hippuris vulgaris,L.,Hippuris vulgaris,1.38,0.69,1349.64,674.82,2,32,NA,n,"Zonneveld, 2019"
Hordeum vulgare L.,Hordeum vulgare,L.,Hordeum vulgare,10,5,9780.00,4890.00,10,14,NA,n,"Zonneveld, 2019"
Hyacinthus orientalis L.,Hyacinthus orientalis,L.,Hyacinthus orientalis,56.8,28.4,55550.40,27775.20,6,"16, 24",NA,n,"Zonneveld, 2019"
Hypericum calycinum L.,Hypericum calycinum,L.,Hypericum calycinum,2.7,1.35,2640.60,1320.30,2,20 (40),NA,n,"Zonneveld, 2019"
Iris germanica L.,Iris germanica,L.,Iris germanica,26.9,13.45,26308.20,13154.10,3,,NA,n,"Zonneveld, 2019"
Iris pseudacorus L.,Iris pseudacorus,L.,Iris pseudacorus,11.7,5.85,11442.60,5721.30,4,34,NA,n,"Zonneveld, 2019"
Juncus alpinoarticulatus Chaix,Juncus alpinoarticulatus,Chaix,Juncus alpinoarticulatus,1.99,0.995,1946.22,973.11,3,40,NA,n,"Zonneveld, 2019"
Kickxia spuria (L.) Dumort.,Kickxia spuria,(L.) Dumort.,Kickxia spuria,1.85,0.925,1809.30,904.65,2,18,NA,n,"Zonneveld, 2019"
Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha,(Ledeb.) Schult.,Koeleria macrantha,5.42,2.71,5300.76,2650.38,1,"14, 28",NA,n,"Zonneveld, 2019"
Lathyrus latifolius L.,Lathyrus latifolius,L.,Lathyrus latifolius,22.6,11.3,22102.80,11051.40,1,14,NA,n,"Zonneveld, 2019"
Lathyrus palustris L.,Lathyrus palustris,L.,Lathyrus palustris,31.5,15.75,30807.00,15403.50,1,42,NA,n,"Zonneveld, 2019"
Lepidium latifolium L.,Lepidium latifolium,L.,Lepidium latifolium,1.18,0.59,1154.04,577.02,3,24,NA,n,"Zonneveld, 2019"
Leucanthemum vulgare Lam.,Leucanthemum vulgare,Lam.,Leucanthemum vulgare,21,10.5,20538.00,10269.00,7,"18, 36, 54",NA,n,"Zonneveld, 2019"
Leucojum aestivum L.,Leucojum aestivum,L.,Leucojum aestivum,72.3,36.15,70709.40,35354.70,10,22,NA,n,"Zonneveld, 2019"
Lilium martagon L.,Lilium martagon,L.,Lilium martagon,93.8,46.9,91736.40,45868.20,2,24,NA,n,"Zonneveld, 2019"
Limnanthes douglasii R. Br.,Limnanthes douglasii,R. Br.,Limnanthes douglasii,4.28,2.14,4185.84,2092.92,1,10,NA,n,"Zonneveld, 2019"
Limonium binervosum (G.E. Sm.) C.E. Salmon,Limonium binervosum,(G.E. Sm.) C.E. Salmon,Limonium binervosum,7.07,3.535,6914.46,3457.23,2,,NA,n,"Zonneveld, 2019"
Liparis loeselii (L.) Rich.,Liparis loeselii,(L.) Rich.,Liparis loeselii,12.9,6.45,12616.20,6308.10,1,"26, 32",NA,n,"Zonneveld, 2019"
Lobelia erinus L.,Lobelia erinus,L.,Lobelia erinus,3.03,1.515,2963.34,1481.67,1,"14, 28, 42",NA,n,"Zonneveld, 2019"
Lonicera japonica Thunb.,Lonicera japonica,Thunb.,Lonicera japonica,1.93,0.965,1887.54,943.77,1,18,NA,n,"Zonneveld, 2019"
Lonicera periclymenum L.,Lonicera periclymenum,L.,Lonicera periclymenum,6.91,3.455,6757.98,3378.99,4,"18, 36, 54",NA,n,"Zonneveld, 2019"
Lupinus polyphyllus Lindl.,Lupinus polyphyllus,Lindl.,Lupinus polyphyllus,1.62,0.81,1584.36,792.18,1,48,NA,n,"Zonneveld, 2019"
Luzula nivea (L.) DC.,Luzula nivea,(L.) DC.,Luzula nivea,1.84,0.92,1799.52,899.76,4,12,NA,n,"Zonneveld, 2019"
Lysichiton americanus Hultén & H. St. John,Lysichiton americanus,Hultén & H. St. John,Lysichiton americanus,6.36,3.18,6220.08,3110.04,2,28,NA,n,"Zonneveld, 2019"
Medicago minima (L.) Bartal.,Medicago minima,(L.) Bartal.,Medicago minima,1.2,0.6,1173.60,586.80,1,"16, 32",NA,n,"Zonneveld, 2019"
Menyanthes trifoliata L.,Menyanthes trifoliata,L.,Menyanthes trifoliata,4.03,2.015,3941.34,1970.67,1,54,NA,n,"Zonneveld, 2019"
Metasequoia glyptostroboides Hu & W.C. Cheng,Metasequoia glyptostroboides,Hu & W.C. Cheng,Metasequoia glyptostroboides,19.3,9.65,18875.40,9437.70,2,22,NA,n,"Zonneveld, 2019"
Moehringia trinervia (L.) Clairv.,Moehringia trinervia,(L.) Clairv.,Moehringia trinervia,2.94,1.47,2875.32,1437.66,3,24,NA,n,"Zonneveld, 2019"
Molinia caerulea (L.) Moench,Molinia caerulea,(L.) Moench,Molinia caerulea,3.51,1.755,3432.78,1716.39,1,"36, 90",NA,n,"Zonneveld, 2019"
Myriophyllum heterophyllum Michx.,Myriophyllum heterophyllum,Michx.,Myriophyllum heterophyllum,0.62,0.31,606.36,303.18,1,,NA,n,"Zonneveld, 2019"
Narthecium ossifragum (L.) Huds.,Narthecium ossifragum,(L.) Huds.,Narthecium ossifragum,0.93,0.465,909.54,454.77,1,26,NA,n,"Zonneveld, 2019"
Oenothera parviflora L.,Oenothera parviflora,L.,Oenothera parviflora,2.29,1.145,2239.62,1119.81,1,14,NA,n,"Zonneveld, 2019"
Onobrychis viciifolia Scop.,Onobrychis viciifolia,Scop.,Onobrychis viciifolia,2.54,1.27,2484.12,1242.06,1,28,NA,n,"Zonneveld, 2019"
Ornithopus perpusillus L.,Ornithopus perpusillus,L.,Ornithopus perpusillus,1.23,0.615,1202.94,601.47,2,14,NA,n,"Zonneveld, 2019"
Orobanche caryophyllacea Sm.,Orobanche caryophyllacea,Sm.,Orobanche caryophyllacea,7.66,3.83,7491.48,3745.74,5,38,NA,n,"Zonneveld, 2019"
Oxalis acetosella L.,Oxalis acetosella,L.,Oxalis acetosella,5.58,2.79,5457.24,2728.62,5,22,NA,n,"Zonneveld, 2019"
Oxalis stricta L.,Oxalis stricta,L.,Oxalis stricta,2.17,1.085,2122.26,1061.13,1,(18) 24,NA,n,"Zonneveld, 2019"
Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia,(L.) Planch.,Parthenocissus quinquefolia,2.39,1.195,2337.42,1168.71,2,40,NA,n,"Zonneveld, 2019"
Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia,(L.) Delarbre,Persicaria lapathifolia,1.71,0.855,1672.38,836.19,2,22,NA,n,"Zonneveld, 2019"
"Petasites hybridus (L.) P. Gaertn., B. Mey. & Scherb.",Petasites hybridus,"(L.) P. Gaertn., B. Mey. & Scherb.",Petasites hybridus,6.18,3.09,6044.04,3022.02,2,60,NA,n,"Zonneveld, 2019"
Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,(Cav.) Trin. ex Steud.,Phragmites australis,2.26,1.13,2210.28,1105.14,3,36-96,NA,n,"Zonneveld, 2019"
Physocarpus opulifolius (L.) Maxim.,Physocarpus opulifolius,(L.) Maxim.,Physocarpus opulifolius,0.53,0.265,518.34,259.17,1,18,NA,n,"Zonneveld, 2019"
Pontederia cordata L.,Pontederia cordata,L.,Pontederia cordata,1.34,0.67,1310.52,655.26,2,16,NA,n,"Zonneveld, 2019"
Potamogeton friesii Rupr.,Potamogeton friesii,Rupr.,Potamogeton friesii,0.99,0.495,968.22,484.11,2,26,NA,n,"Zonneveld, 2019"
Prunella vulgaris L.,Prunella vulgaris,L.,Prunella vulgaris,1.12,0.56,1095.36,547.68,1,28,NA,n,"Zonneveld, 2019"
Prunus cerasus L.,Prunus cerasus,L.,Prunus cerasus,1.72,0.86,1682.16,841.08,1,32,NA,n,"Zonneveld, 2019"
Prunus domestica L.,Prunus domestica,L.,Prunus domestica,2.11,1.055,2063.58,1031.79,7,48,NA,n,"Zonneveld, 2019"
Pterocarya fraxinifolia (Poir.) Spach,Pterocarya fraxinifolia,(Poir.) Spach,Pterocarya fraxinifolia,1.39,0.695,1359.42,679.71,2,32,NA,n,"Zonneveld, 2019"
Puccinellia maritima (Huds.) Parl.,Puccinellia maritima,(Huds.) Parl.,Puccinellia maritima,10.7,5.35,10464.60,5232.30,1,56,NA,n,"Zonneveld, 2019"
Pyrus pyraster (L.) Burgsd.,Pyrus pyraster,(L.) Burgsd.,Pyrus pyraster,1.23,0.615,1202.94,601.47,1,34,NA,n,"Zonneveld, 2019"
Quercus petraea (Matt.) Liebl.,Quercus petraea,(Matt.) Liebl.,Quercus petraea,2.05,1.025,2004.90,1002.45,2,24,NA,n,"Zonneveld, 2019"
Quercus rubra L.,Quercus rubra,L.,Quercus rubra,1.74,0.87,1701.72,850.86,3,24,NA,n,"Zonneveld, 2019"
Ranunculus sceleratus L.,Ranunculus sceleratus,L.,Ranunculus sceleratus,7.22,3.61,7061.16,3530.58,2,32,NA,n,"Zonneveld, 2019"
Robinia pseudoacacia L.,Robinia pseudoacacia,L.,Robinia pseudoacacia,1.58,0.79,1545.24,772.62,1,20,NA,n,"Zonneveld, 2019"
Rosa agrestis Savi,Rosa agrestis,Savi,Rosa agrestis,3.58,1.79,3501.24,1750.62,1,"35, 42",NA,n,"Zonneveld, 2019"
Rosa arvensis Huds.,Rosa arvensis,Huds.,Rosa arvensis,1.14,0.57,1114.92,557.46,1,14,NA,n,"Zonneveld, 2019"
Rosa spinosissima L.,Rosa spinosissima,L.,Rosa spinosissima,1.99,0.995,1946.22,973.11,2,28,NA,n,"Zonneveld, 2019"
Rubus mucronulatus Boreau,Rubus mucronulatus,Boreau,Rubus mucronulatus,1.55,0.775,1515.90,757.95,1,28,NA,n,"Zonneveld, 2019"
Rubus nemoralis P.J. Müll,Rubus nemoralis,P.J. Müll,Rubus nemoralis,1.46,0.73,1427.88,713.94,1,28,NA,n,"Zonneveld, 2019"
Rubus nessensis Hall,Rubus nessensis,Hall,Rubus nessensis,1.38,0.69,1349.64,674.82,4,28,NA,n,"Zonneveld, 2019"
Rubus plicatus Weihe & Nees,Rubus plicatus,Weihe & Nees,Rubus plicatus,1.47,0.735,1437.66,718.83,1,28,NA,n,"Zonneveld, 2019"
Rubus scissus W.C.R. Watson,Rubus scissus,W.C.R. Watson,Rubus scissus,1.45,0.725,1418.10,709.05,1,28,NA,n,"Zonneveld, 2019"
Rubus sprengelii Weihe,Rubus sprengelii,Weihe,Rubus sprengelii,1.49,0.745,1457.22,728.61,1,28,NA,n,"Zonneveld, 2019"
Rubus vestitus Weihe,Rubus vestitus,Weihe,Rubus vestitus,1.66,0.83,1623.48,811.74,1,28,NA,n,"Zonneveld, 2019"
Salix myrsinifolia Salisb.,Salix myrsinifolia,Salisb.,Salix myrsinifolia,2.45,1.225,2396.10,1198.05,4,114,NA,n,"Zonneveld, 2019"
Schoenoplectus tabernaemontani (C.C. Gmel.) Palla,Schoenoplectus tabernaemontani,(C.C. Gmel.) Palla,Schoenoplectus tabernaemontani,1.24,0.62,1212.72,606.36,2,42,NA,n,"Zonneveld, 2019"
Scilla bifolia L.,Scilla bifolia,L.,Scilla bifolia,9.6,4.8,9388.80,4694.40,1,"6, 18, 36, 5",NA,n,"Zonneveld, 2019"
Scirpoides holoschoenus (L.) Soják,Scirpoides holoschoenus,(L.) Soják,Scirpoides holoschoenus,0.55,0.275,537.90,268.95,2,"164, 168",NA,n,"Zonneveld, 2019"
Sedum hispanicum L.,Sedum hispanicum,L.,Sedum hispanicum,0.93,0.465,909.54,454.77,4,14-42,NA,n,"Zonneveld, 2019"
Senecio squalidus L.,Senecio squalidus,L.,Senecio squalidus,1,0.5,978.00,489.00,1,20,NA,n,"Zonneveld, 2019"
Sigesbeckia orientalis L.,Sigesbeckia orientalis,L.,Sigesbeckia orientalis,5.51,2.755,5388.78,2694.39,1,30,NA,n,"Zonneveld, 2019"
Sisymbrium volgense M. Bieb. ex E. Fourn.,Sisymbrium volgense,M. Bieb. ex E. Fourn.,Sisymbrium volgense,0.65,0.325,635.70,317.85,1,14,NA,n,"Zonneveld, 2019"
Spartium junceum L.,Spartium junceum,L.,Spartium junceum,2.63,1.315,2572.14,1286.07,1,"48, 52, 54",NA,n,"Zonneveld, 2019"
Spergula morisonii Boreau,Spergula morisonii,Boreau,Spergula morisonii,0.4,0.2,391.20,195.60,1,18,NA,n,"Zonneveld, 2019"
Spiraea japonica L. f.,Spiraea japonica,L. f.,Spiraea japonica,0.85,0.425,831.30,415.65,1,"14, 18, 34",NA,n,"Zonneveld, 2019"
Spiraea salicifolia L.,Spiraea salicifolia,L.,Spiraea salicifolia,1.18,0.59,1154.04,577.02,2,36,NA,n,"Zonneveld, 2019"
Tagetes erecta L.,Tagetes erecta,L.,Tagetes erecta,2,1,1956.00,978.00,1,,NA,n,"Zonneveld, 2019"
Tamarix gallica L.,Tamarix gallica,L.,Tamarix gallica,3.17,1.585,3100.26,1550.13,1,24,NA,n,"Zonneveld, 2019"
Tanacetum parthenium (L.) Sch. Bip.,Tanacetum parthenium,(L.) Sch. Bip.,Tanacetum parthenium,4.98,2.49,4870.44,2435.22,2,18 (36),NA,n,"Zonneveld, 2019"
Thuja occidentalis L.,Thuja occidentalis,L.,Thuja occidentalis,23.2,11.6,22689.60,11344.80,1,22,NA,n,"Zonneveld, 2019"
Triteleia laxa Benth.,Triteleia laxa,Benth.,Triteleia laxa,23.4,11.7,22885.20,11442.60,1,"16, 28, 42",NA,n,"Zonneveld, 2019"
Triticum aestivum L.,Triticum aestivum,L.,Triticum aestivum,34.9,17.45,34132.20,17066.10,5,42,NA,n,"Zonneveld, 2019"
Tropaeolum majus L.,Tropaeolum majus,L.,Tropaeolum majus,2.36,1.18,2308.08,1154.04,2,28,NA,n,"Zonneveld, 2019"
Tulipa sylvestris L.,Tulipa sylvestris,L.,Tulipa sylvestris,116,58,113448.00,56724.00,5,"24, 36, 48",NA,n,"Zonneveld, 2019"
Vaccinium oxycoccos L.,Vaccinium oxycoccos,L.,Vaccinium oxycoccos,1.18,0.59,1154.04,577.02,1,"(24) 48, 72",NA,n,"Zonneveld, 2019"
Verbascum virgatum Stokes,Verbascum virgatum,Stokes,Verbascum virgatum,1.42,0.71,1388.76,694.38,2,"32, 64, 66",NA,n,"Zonneveld, 2019"
Verbena bonariensis L.,Verbena bonariensis,L.,Verbena bonariensis,1.69,0.845,1652.82,826.41,1,28,NA,n,"Zonneveld, 2019"
Verbena rigida Spreng.,Verbena rigida,Spreng.,Verbena rigida,2.41,1.205,2356.98,1178.49,1,42,NA,n,"Zonneveld, 2019"
Veronica persica Poir.,Veronica persica,Poir.,Veronica persica,1.57,0.785,1535.46,767.73,1,28,NA,n,"Zonneveld, 2019"
Veronica praecox All.,Veronica praecox,All.,Veronica praecox,1.17,0.585,1144.26,572.13,1,18,NA,n,"Zonneveld, 2019"
Viburnum opulus L.,Viburnum opulus,L.,Viburnum opulus,8.62,4.31,8430.36,4215.18,2,18,NA,n,"Zonneveld, 2019"
Zinnia elegans Jacq.,Zinnia elegans,Jacq.,Zinnia elegans,5.09,2.545,4978.02,2489.01,1,24,NA,n,"Zonneveld, 2019"
Zostera noltei Hornem.,Zostera noltei,Hornem.,Zostera noltei,1.71,0.855,1672.38,836.19,2,12,NA,n,"Zonneveld, 2019"
Tuberaria guttata (L.) Fourr.,Tuberaria guttata,(L.) Fourr.,Tuberaria guttata,7.6,3.8,7432.80,3716.40,5,36,Kew,y,"Zonneveld, 2019"
Salix pentandra L.,Salix pentandra,L.,Salix pentandra,1.83,0.915,1789.74,894.87,1,76,Scotland,y,"Zonneveld, 2019"
Salix triandra L.,Salix triandra,L.,Salix triandra,0.84,0.42,821.52,410.76,1,"38, 44, 88",Scotland,y,"Zonneveld, 2019"
Salix viminalis L.,Salix viminalis,L.,Salix viminalis,0.83,0.415,811.74,405.87,1,38,Scotland,y,"Zonneveld, 2019"
Rumex longifolius DC.,Rumex longifolius,DC.,Rumex longifolius,8.46,4.23,8273.88,4136.94,1,60,Scotland Kingussie,y,"Zonneveld, 2019"
